Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR12009569_2	SRR12009569_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1514264.0	0.0	35-251	50.0	67.70784365300476	229.82555419662623	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass
SRR12009590_1	SRR12009590_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	450218.0	0.0	35-251	50.0	89.2708450836741	215.97215571123323	pass	pass		pass	warn	fail	pass	warn	pass	warn	pass
SRR12009590_2	SRR12009590_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	450218.0	0.0	35-251	51.0	91.9797514898818	217.11166590407313	pass	fail		pass	fail	fail	pass	warn	pass	warn	pass
SRR12009601_1	SRR12009601_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	999594.0	0.0	35-251	50.0	74.7748557174329	217.71899691274658	pass	pass		pass	warn	fail	pass	warn	pass	warn	pass
SRR12009601_2	SRR12009601_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	999594.0	0.0	35-251	50.0	76.93525861331723	218.026747859631	pass	pass		pass	fail	fail	pass	warn	pass	warn	pass
SRR12072617_1	SRR12072617_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1567655.0	0.0	35-151	49.0	69.11868208799113	150.473509158584	pass	pass		pass	warn	warn	pass	warn	warn	pass	pass
SRR12072617_2	SRR12072617_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1567655.0	0.0	35-151	49.0	71.6776238690166	150.47449215548065	pass	pass		pass	warn	warn	pass	warn	pass	warn	pass
SRR12072638_1	SRR12072638_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1112141.0	0.0	35-151	50.0	76.81915590340041	150.6392786526169	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR12072638_2	SRR12072638_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1112141.0	0.0	35-151	49.0	79.05695766805326	150.63824820773624	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR12072648_1	SRR12072648_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1366643.0	0.0	35-151	50.0	73.98589297679766	150.48254884413853	pass	pass		pass	warn	warn	pass	warn	pass	pass	pass
SRR12072648_2	SRR12072648_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1366643.0	0.0	35-151	50.0	76.35857159984654	150.4851318156973	pass	pass		pass	warn	warn	pass	warn	pass	warn	pass
SRR12204350_1	SRR12204350_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	755068.0	0.0	50-151	50.0	77.29037871194538	146.18197433873505	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204350_2	SRR12204350_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	755068.0	0.0	50-151	50.0	77.41648974078409	145.98071564415392	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204352_1	SRR12204352_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	416886.0	0.0	50-151	50.0	84.6121023271148	147.61239763388554	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204352_2	SRR12204352_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	416886.0	0.0	50-151	50.0	84.71270038103685	147.36287858071512	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204354_1	SRR12204354_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	756633.0	0.0	50-151	50.0	77.91251630591755	146.01190801881492	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204354_2	SRR12204354_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	756633.0	0.0	50-151	50.0	78.17569663247397	145.82370845575068	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204355_1	SRR12204355_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	610403.0	0.0	50-151	50.0	81.62894917657914	146.53265629428427	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204355_2	SRR12204355_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	610403.0	0.0	50-151	50.0	81.77153348215333	146.32436439532572	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204375_1	SRR12204375_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	420174.0	0.0	50-151	50.0	86.11640314238662	147.76236035547177	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204375_2	SRR12204375_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	420174.0	0.0	50-151	50.0	86.31627302737093	147.51395612293953	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204377_1	SRR12204377_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	329972.0	0.0	50-151	50.0	88.30984597666978	148.2078055107706	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204377_2	SRR12204377_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	329972.0	0.0	50-151	50.0	88.50989796027704	147.95116252288074	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204378_1	SRR12204378_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	551195.0	0.0	50-151	50.0	83.38251850511273	147.88101307159897	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204378_2	SRR12204378_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	551195.0	0.0	50-151	50.0	83.55000718794838	147.62838378432315	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204388_1	SRR12204388_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	395533.0	0.0	50-151	50.0	86.22037710721126	146.8130219223175	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204388_2	SRR12204388_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	395533.0	0.0	50-151	50.0	86.35206447036315	146.60746132433957	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204389_1	SRR12204389_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	586434.0	0.0	50-151	50.0	81.59993091319787	147.5056817988043	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204389_2	SRR12204389_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	586434.0	0.0	50-151	50.0	81.90623204169802	147.27469587370445	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204390_1	SRR12204390_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	481854.0	0.0	50-151	50.0	83.3207342655316	146.60746616194947	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204390_2	SRR12204390_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	481854.0	0.0	50-151	50.0	83.62141922442376	146.38696161077837	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204395_1	SRR12204395_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	378558.0	0.0	50-151	50.0	86.76491272954286	146.81364282355676	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204395_2	SRR12204395_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	378558.0	0.0	50-151	50.0	86.97109478879482	146.6065464208919	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204412_1	SRR12204412_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	441829.0	0.0	50-151	50.0	85.23249339771614	146.44420579002283	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204412_2	SRR12204412_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	441829.0	0.0	50-151	50.0	85.5152396565868	146.2239938980918	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204413_1	SRR12204413_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	269439.0	0.0	50-151	50.0	90.04340110493129	147.48403905893358	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204413_2	SRR12204413_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	269439.0	0.0	50-151	50.0	90.2154165001999	147.23469876298532	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204417_1	SRR12204417_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	437937.0	0.0	50-151	50.0	86.12085654171331	144.77536494975305	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204417_2	SRR12204417_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	437937.0	0.0	50-151	50.0	86.31446771907827	144.61074081431804	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204419_1	SRR12204419_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	399619.0	0.0	50-151	50.0	86.01734811794726	147.75951093416478	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204419_2	SRR12204419_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	399619.0	0.0	50-151	50.0	86.27947965602256	147.52104129183047	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204422_1	SRR12204422_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	442575.0	0.0	50-151	50.0	83.91675814863189	146.5618369767836	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12204422_2	SRR12204422_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	442575.0	0.0	50-151	50.0	84.25946898496106	146.3550991357397	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12269846_1	SRR12269846_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	360934.0	0.0	35-251	51.0	89.03608085879235	234.26820970038844	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass
SRR12269846_2	SRR12269846_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	360934.0	0.0	35-251	51.0	90.2182285650078	234.44431114829857	pass	warn		pass	fail	warn	pass	warn	pass	pass	pass
